  free energy    TOTEN  =       125.29858841 eV
  free energy    TOTEN  =        98.32778626 eV
  free energy    TOTEN  =        77.59489529 eV
  free energy    TOTEN  =        50.69201959 eV
  free energy    TOTEN  =        11.14236225 eV
  free energy    TOTEN  =        -9.79027141 eV
  free energy    TOTEN  =       -15.26331390 eV
  free energy    TOTEN  =       -16.00103306 eV
  free energy    TOTEN  =       -16.17152737 eV
  free energy    TOTEN  =       -16.18685940 eV
  free energy    TOTEN  =       -16.18726506 eV
  free energy    TOTEN  =       -16.18729835 eV
  free energy    TOTEN  =       -14.59529472 eV
  free energy    TOTEN  =       -14.32846966 eV
  free energy    TOTEN  =       -14.18713970 eV
  free energy    TOTEN  =       -14.16888476 eV
  free energy    TOTEN  =       -14.17096238 eV
  free energy    TOTEN  =       -14.18604961 eV
  free energy    TOTEN  =       -14.19365420 eV
  free energy    TOTEN  =       -14.20155057 eV
  free energy    TOTEN  =       -14.20350143 eV
  free energy    TOTEN  =       -14.20545601 eV
  free energy    TOTEN  =       -14.20614187 eV
  free energy    TOTEN  =       -14.20653229 eV
  free energy    TOTEN  =       -14.20659882 eV
  free  energy   TOTEN  =       -14.206599 eV
% ion-electron   TOTEN  =       -14.206599  see above
  free energy    TOTEN  =       -14.20716374 eV
  free energy    TOTEN  =       -14.20716996 eV
  free energy    TOTEN  =       -14.20716985 eV
  free energy    TOTEN  =       -14.20718090 eV
  free  energy   TOTEN  =       -14.207181 eV
% ion-electron   TOTEN  =       -14.207181  see above
  free energy    TOTEN  =       -14.20816294 eV
  free energy    TOTEN  =       -14.20820089 eV
  free energy    TOTEN  =       -14.20820450 eV
  free energy    TOTEN  =       -14.20820615 eV
  free  energy   TOTEN  =       -14.208206 eV
% ion-electron   TOTEN  =       -14.208206  see above
  free energy    TOTEN  =       -14.20960967 eV
  free energy    TOTEN  =       -14.20963191 eV
  free energy    TOTEN  =       -14.20964230 eV
  free energy    TOTEN  =       -14.20964310 eV
  free  energy   TOTEN  =       -14.209643 eV
% ion-electron   TOTEN  =       -14.209643  see above
  free energy    TOTEN  =       -14.21140920 eV
  free energy    TOTEN  =       -14.21141242 eV
  free energy    TOTEN  =       -14.21141248 eV
  free energy    TOTEN  =       -14.21141388 eV
  free  energy   TOTEN  =       -14.211414 eV
% ion-electron   TOTEN  =       -14.211414  see above
  free energy    TOTEN  =       -14.21339513 eV
  free energy    TOTEN  =       -14.21339353 eV
  free energy    TOTEN  =       -14.21339388 eV
  free energy    TOTEN  =       -14.21339438 eV
  free  energy   TOTEN  =       -14.213394 eV
% ion-electron   TOTEN  =       -14.213394  see above
  free energy    TOTEN  =       -14.21545508 eV
  free energy    TOTEN  =       -14.21545485 eV
  free energy    TOTEN  =       -14.21545484 eV
  free energy    TOTEN  =       -14.21545483 eV
  free  energy   TOTEN  =       -14.215455 eV
% ion-electron   TOTEN  =       -14.215455  see above
  free energy    TOTEN  =       -14.21745584 eV
  free energy    TOTEN  =       -14.21745549 eV
  free energy    TOTEN  =       -14.21745567 eV
  free energy    TOTEN  =       -14.21745599 eV
  free  energy   TOTEN  =       -14.217456 eV
% ion-electron   TOTEN  =       -14.217456  see above
  free energy    TOTEN  =       -14.21925242 eV
  free energy    TOTEN  =       -14.21925368 eV
  free energy    TOTEN  =       -14.21925381 eV
  free energy    TOTEN  =       -14.21925390 eV
  free  energy   TOTEN  =       -14.219254 eV
% ion-electron   TOTEN  =       -14.219254  see above
  free energy    TOTEN  =       -14.22071887 eV
  free energy    TOTEN  =       -14.22071881 eV
  free energy    TOTEN  =       -14.22071880 eV
  free energy    TOTEN  =       -14.22071892 eV
  free  energy   TOTEN  =       -14.220719 eV
% ion-electron   TOTEN  =       -14.220719  see above
  free energy    TOTEN  =       -14.22174031 eV
  free energy    TOTEN  =       -14.22173937 eV
  free energy    TOTEN  =       -14.22173963 eV
  free energy    TOTEN  =       -14.22173986 eV
  free  energy   TOTEN  =       -14.221740 eV
% ion-electron   TOTEN  =       -14.221740  see above
  free energy    TOTEN  =       -14.22223815 eV
  free energy    TOTEN  =       -14.22223396 eV
