   0.35722167  0.70973167  0.55509000
   0.20367167  0.65395667  0.53043667
   0.45224000  0.57546500  0.54387167
   0.35722038  0.70972849  0.55508937
   0.20372480  0.65397054  0.53044427
   0.45220750  0.57550190  0.54387409
   0.35721782  0.70972222  0.55508816
   0.20383036  0.65399818  0.53045896
   0.45214280  0.57557459  0.54387883
   0.35721405  0.70971297  0.55508638
   0.20398656  0.65403899  0.53048048
   0.45204690  0.57568176  0.54388579
   0.35720913  0.70970089  0.55508406
   0.20419094  0.65409236  0.53050849
   0.45192135  0.57582168  0.54389485
   0.35720313  0.70968619  0.55508125
   0.20444018  0.65415735  0.53054249
   0.45176812  0.57599200  0.54390584
   0.35719615  0.70966910  0.55507799
   0.20473017  0.65423285  0.53058189
   0.45158971  0.57618985  0.54391856
   0.35718834  0.70964995  0.55507435
   0.20505603  0.65431741  0.53062595
   0.45138891  0.57641178  0.54393274
   0.35717981  0.70962905  0.55507040
   0.20541225  0.65440957  0.53067386
   0.45116907  0.57665395  0.54394815
   0.35717074  0.70960680  0.55506620
   0.20579268  0.65450753  0.53072472
   0.45093379  0.57691199  0.54396445
   0.35716129  0.70958360  0.55506184
   0.20619061  0.65460942  0.53077754
   0.45068701  0.57718125  0.54398135
   0.35715166  0.70955990  0.55505741
   0.20659890  0.65471325  0.53083131
   0.45043295  0.57745671  0.54399849
   0.35714201  0.70953613  0.55505299
   0.20701012  0.65481701  0.53088494
   0.45017601  0.57773318  0.54401552
   0.35713256  0.70951277  0.55504868
   0.20741669  0.65491854  0.53093732
   0.44992066  0.57800540  0.54403207
   0.35712350  0.70949028  0.55504458
   0.20781096  0.65501569  0.53098728
   0.44967143  0.57826810  0.54404779
   0.35711501  0.70946913  0.55504077
   0.20818541  0.65510628  0.53103369
   0.44943271  0.57851604  0.54406235
   0.35710730  0.70944975  0.55503734
   0.20853279  0.65518831  0.53107548
   0.44920875  0.57874408  0.54407536
   0.35710053  0.70943256  0.55503438
   0.20884622  0.65525990  0.53111166
   0.44900364  0.57894744  0.54408653
   0.35709487  0.70941797  0.55503197
   0.20911933  0.65531923  0.53114129
   0.44882111  0.57912165  0.54409554
   0.35709045  0.70940629  0.55503017
   0.20934664  0.65536477  0.53116356
   0.44866443  0.57926288  0.54410209
   0.35708740  0.70939782  0.55502904
   0.20952357  0.65539528  0.53117779
   0.44853631  0.57936793  0.54410595
   0.35708581  0.70939277  0.55502862
   0.20964643  0.65540978  0.53118345
   0.44843898  0.57943425  0.54410698
   0.35708572  0.70939128  0.55502894
   0.20971280  0.65540765  0.53118017
   0.44837394  0.57946014  0.54410506
   0.35708718  0.70939344  0.55503002
